,test_id,gene_id,gene,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant,Transcript length (including UTRs and CDS),m6a_sites,m6a_ratio,SG_transcripts_per_cell,transcript_per_cell,fraction_molecules_in_SGs
119,ENST00000199320,ENSG00000086189.9,DIMT1,SG,TOT,OK,9.62726,9.99923,-0.05469159999999999,0.0882152,0.87745,0.929261,no,2831.0,1.0,0.046309025,0.8840459136822773,7.8241236306729265,0.11298976798072954
120,ENST00000199448,ENSG00000086289.11,EPDR1,SG,TOT,OK,11.964,9.112919999999999,0.39271500000000004,-1.60111,0.00695,0.046615300000000005,yes,2515.0,2.0,0.517430199,1.0986225895316803,7.130610328638497,0.1540713261415098
121,ENST00000199706,ENSG00000086504.16,MRPL28,SG,TOT,OK,16.7492,72.6007,-2.1158900000000003,4.05093,5e-05,0.000542289,yes,1524.0,1.0,0.143414049,1.5380348943985305,56.808059467918625,0.027074237507921022
122,ENST00000199814,ENSG00000086589.11,RBM22,SG,TOT,OK,37.7551,24.5363,0.6217550000000001,-2.6369599999999997,5e-05,0.000542289,yes,2299.0,1.0,0.419520246,3.466951331496786,19.198982785602503,0.18057994895941493
123,ENST00000200135,ENSG00000086827.8,ZW10,SG,TOT,OK,13.9333,16.5703,-0.25006300000000004,0.9331430000000001,0.10265,0.382048,no,2873.0,2.0,0.318792555,1.2794582185491274,12.965805946791862,0.09867942060830431
124,ENST00000200453,ENSG00000087074.7,PPP1R15A,SG,TOT,OK,78.1233,76.5114,0.030077800000000002,-0.1426,0.80225,0.891084,no,2350.0,0.0,0.529162214,7.173856749311295,59.868075117370886,0.119827750186506
125,ENST00000200457,ENSG00000087077.13,TRIP6,SG,TOT,OK,25.7185,35.1469,-0.45059099999999996,1.9783099999999998,0.0007,0.00619438,yes,1693.0,0.0,0.142295523,2.3616620752984385,27.50148669796557,0.08587397842288806
126,ENST00000200557,ENSG00000073670.13,ADAM11,SG,TOT,OK,0.9583149999999999,1.34941,-0.493752,1.14516,0.04795,0.22588000000000003,no,4614.0,1.0,0.506957259,0.08799954086317721,1.0558763693270736,0.08334265584451017
127,ENST00000200652,ENSG00000197208.5,SLC22A4,SG,TOT,OK,1.9317799999999998,2.30498,-0.254828,0.18494000000000002,0.74425,0.860651,no,2234.0,0.0,0.541980354,0.1773902662993572,1.80358372456964,0.09835432859746224
128,ENST00000202017,ENSG00000088356.5,PDRG1,SG,TOT,OK,3.9370199999999995,8.86773,-1.17146,4.31053,5e-05,0.000542289,yes,1957.0,1.0,0.588679257,0.361526170798898,6.938755868544601,0.05210244857263264
129,ENST00000202028,ENSG00000088367.21,EPB41L1,SG,TOT,OK,10.0952,5.94339,0.764311,-1.90135,0.0023,0.017842300000000002,yes,3514.0,2.0,0.589080734,0.9270156106519742,4.650539906103286,0.1993350512776754
130,ENST00000202556,ENSG00000088808.17,PPP1R13B,SG,TOT,OK,2.9954,1.50681,0.9912489999999999,-2.17908,0.0005,0.00457171,yes,5500.0,5.0,0.591452471,0.2750596877869605,1.179037558685446,0.2332917096327576
131,ENST00000202816,ENSG00000089048.14,ESF1,SG,TOT,OK,13.4111,7.48033,0.842252,-3.6347400000000003,5e-05,0.000542289,yes,3216.0,0.0,0.72290565,1.231505968778696,5.853153364632238,0.21040042726713573
132,ENST00000202834,ENSG00000089063.14,TMEM230,SG,TOT,OK,1.9620900000000001,11.0708,-2.4963,5.63638,5e-05,0.000542289,yes,1472.0,1.0,0.07412728,0.18017355371900826,8.662597809076683,0.020799020996937218
133,ENST00000203001,ENSG00000089195.14,TRMT6,SG,TOT,OK,22.3128,16.5799,0.428435,-1.9594099999999999,0.00055,0.00498368,yes,2929.0,2.0,0.541251449,2.0489256198347108,12.973317683881064,0.1579338199958239
134,ENST00000203166,ENSG00000249115.8,HAUS5,SG,TOT,OK,4.19914,4.75477,-0.179283,0.476505,0.4037,0.639626,no,4324.0,1.0,0.328671421,0.38559595959595955,3.7204773082942095,0.10364152974037363
135,ENST00000203407,ENSG00000010256.10,UQCRC1,SG,TOT,OK,37.0248,73.0864,-0.98111,3.9912199999999998,5e-05,0.000542289,yes,1595.0,0.0,0.05273496,3.399889807162534,57.188106416275424,0.05945099462490585
136,ENST00000203630,ENSG00000089693.10,MLF2,SG,TOT,OK,28.7298,98.156,-1.77253,3.51131,5e-05,0.000542289,yes,1555.0,1.0,0.113496338,2.638181818181818,76.80438184663537,0.034349365944377964
137,ENST00000204517,ENSG00000090447.11,TFAP4,SG,TOT,OK,7.63656,10.3267,-0.435391,1.7420400000000003,0.0022,0.017137299999999998,yes,2163.0,0.0,0.16466975,0.7012451790633608,8.080359937402191,0.08678390374882344
138,ENST00000204549,ENSG00000090470.14,PDCD7,SG,TOT,OK,22.6028,11.2333,1.00872,-4.6758,5e-05,0.000542289,yes,2823.0,3.0,0.391141907,2.0755555555555554,8.789749608763692,0.2361336383787489
139,ENST00000204566,ENSG00000090487.10,SPG21,SG,TOT,OK,18.799,36.8943,-0.972741,2.40024,0.00055,0.00498368,yes,1799.0,2.0,0.130173087,1.7262626262626262,28.868779342723005,0.05979686933655432
140,ENST00000204679,ENSG00000090581.9,GNPTG,SG,TOT,OK,8.96378,11.9381,-0.41339,0.985031,0.08855,0.350881,no,1975.0,0.0,0.120121028,0.8231202938475665,9.341236306729265,0.08811684736576088
141,ENST00000204961,ENSG00000090776.5,EFNB1,SG,TOT,OK,11.3997,7.7174,0.5628029999999999,-2.56644,5e-05,0.000542289,yes,3303.0,2.0,0.447775981,1.0468044077134986,6.038654147104851,0.17335061459271922
142,ENST00000205135,ENSG00000090924.14,PLEKHG2,SG,TOT,OK,14.8677,4.81314,1.62713,-4.2321,5e-05,0.000542289,yes,4209.0,3.0,0.691532508,1.3652617079889806,3.766150234741784,0.3625085625620525
143,ENST00000205194,ENSG00000090971.4,NAT14,SG,TOT,OK,5.66639,13.0111,-1.1992399999999999,4.2335400000000005,5e-05,0.000542289,yes,1350.0,1.0,0.402770015,0.5203296602387512,10.180829420970266,0.051108769111383665
144,ENST00000205214,ENSG00000157426.13,AASDH,SG,TOT,OK,1.8909,1.6794099999999998,0.17111800000000002,-0.289231,0.61745,0.784697,no,3581.0,2.0,0.640491929,0.17363636363636362,1.314092331768388,0.13213406656341972
145,ENST00000205636,ENSG00000091317.7,CMTM6,SG,TOT,OK,23.1716,22.105999999999998,0.06791439999999999,-0.29744299999999996,0.59705,0.772413,no,3307.0,2.0,0.028088791,2.1277869605142334,17.297339593114238,0.12301238286153944
146,ENST00000206020,ENSG00000091640.7,SPAG7,SG,TOT,OK,7.19257,12.7038,-0.82068,2.9275,5e-05,0.000542289,yes,1005.0,0.0,0.39568043,0.6604747474747474,9.94037558685446,0.06644364105800842
147,ENST00000206380,ENSG00000091947.9,TMEM101,SG,TOT,OK,6.894539999999999,19.5159,-1.50112,5.27621,5e-05,0.000542289,yes,1525.0,2.0,0.097609693,0.6331074380165288,15.270657276995303,0.04145908237822104
148,ENST00000206542,ENSG00000092094.10,OSGEP,SG,TOT,OK,5.9549199999999995,15.2424,-1.35594,4.93211,5e-05,0.000542289,yes,1976.0,0.0,0.163491624,0.5468246097337006,11.926760563380281,0.045848544273845944
149,ENST00000207549,ENSG00000092929.11,UNC13D,SG,TOT,OK,10.3915,13.1559,-0.340304,1.1153600000000001,0.05645,0.25522100000000003,no,4080.0,1.0,0.232753084,0.9542240587695133,10.29413145539906,0.09269592708271103
150,ENST00000209873,ENSG00000094914.12,AAAS,SG,TOT,OK,15.8344,26.4875,-0.742246,2.8414,5e-05,0.000542289,yes,1815.0,0.0,0.141195268,1.4540312213039486,20.725743348982785,0.07015580559986584
151,ENST00000209875,ENSG00000094916.15,CBX5,SG,TOT,OK,49.1823,15.8552,1.6331799999999999,-5.96643,5e-05,0.000542289,yes,11546.0,2.0,0.133244626,4.516280991735536,12.406259780907668,0.36403243777675565
152,ENST00000209884,ENSG00000076321.10,KLHL20,SG,TOT,OK,7.04175,3.4120699999999995,1.04529,-4.1685,5e-05,0.000542289,yes,3414.0,2.0,0.526726263,0.6466253443526171,2.6698513302034423,0.24219526272399008
153,ENST00000210060,ENSG00000095059.15,DHPS,SG,TOT,OK,4.47455,14.6667,-1.7127299999999999,2.02849,0.0012,0.0100234,yes,1345.0,1.0,0.115236971,0.4108861340679522,11.476291079812206,0.035803042220734244
154,ENST00000210313,ENSG00000095261.13,PSMD5,SG,TOT,OK,16.9914,9.5045,0.8381219999999999,-3.3269800000000003,5e-05,0.000542289,yes,3381.0,2.0,0.294807565,1.5602754820936637,7.437010954616588,0.20979873387508047
155,ENST00000210444,ENSG00000095380.10,NANS,SG,TOT,OK,22.7094,41.4526,-0.8681719999999999,2.63563,5e-05,0.000542289,yes,1179.0,1.0,0.192120168,2.0853443526170796,32.435524256651014,0.0642919885036072
156,ENST00000211314,ENSG00000096092.5,TMEM14A,SG,TOT,OK,5.2152400000000005,31.4593,-2.59268,9.89457,5e-05,0.000542289,yes,988.0,0.0,0.032987219,0.4789017447199266,24.6160406885759,0.01945486484925177
157,ENST00000211998,ENSG00000035403.17,VCL,SG,TOT,OK,82.3985,27.1015,1.60425,-5.417330000000001,5e-05,0.000542289,yes,5497.0,1.0,0.362820307,7.566437098255279,21.206181533646323,0.35680337293397957
158,ENST00000212015,ENSG00000096717.11,SIRT1,SG,TOT,OK,21.4584,9.793560000000001,1.13163,-5.20522,5e-05,0.000542289,yes,4107.0,3.0,0.556087042,1.9704683195592287,7.663192488262911,0.25713412818185566
159,ENST00000214869,ENSG00000099203.6,TMED1,SG,TOT,OK,9.30376,29.13,-1.64662,3.3377800000000004,5e-05,0.000542289,yes,1633.0,1.0,0.394607381,0.8543397612488521,22.793427230046948,0.03748184740391462
160,ENST00000215057,ENSG00000099326.8,MZF1,SG,TOT,OK,1.73658,1.5830799999999998,0.133517,-0.165249,0.77365,0.8764350000000001,no,2666.0,1.0,0.615609875,0.15946556473829201,1.2387167449139278,0.12873448703510704
161,ENST00000215115,ENSG00000099385.11,BCL7C,SG,TOT,OK,8.66827,27.0735,-1.64307,4.929530000000001,5e-05,0.000542289,yes,857.0,1.0,0.20736435,0.7959843893480256,21.184272300469484,0.03757430881071072
162,ENST00000215368,ENSG00000099617.3,EFNA2,SG,TOT,OK,3.3580900000000002,2.6975,0.31601599999999996,-0.9136569999999999,0.11405,0.397407,no,2424.0,1.0,0.464815763,0.3083645546372819,2.110719874804382,0.14609449520906256
163,ENST00000215555,ENSG00000099785.10,MARCH2,SG,TOT,OK,0.9810629999999999,3.4418800000000003,-1.8107799999999998,3.7475099999999997,5e-05,0.000542289,yes,1380.0,0.0,,0.0900884297520661,2.6931768388106416,0.03345061804105329
164,ENST00000215565,ENSG00000099795.6,NDUFB7,SG,TOT,OK,48.8067,110.566,-1.17975,5.27578,5e-05,0.000542289,yes,535.0,1.0,0.131779592,4.481790633608815,86.51486697965571,0.051803704843731944
165,ENST00000215567,ENSG00000099797.14,TECR,SG,TOT,OK,1.3760299999999999,5.516,-2.00311,0.764778,0.42805,0.658365,no,1139.0,1.0,0.088056881,0.12635720844811751,4.316118935837245,0.029275654894252028
166,ENST00000215574,ENSG00000099804.8,CDC34,SG,TOT,OK,15.2749,37.9024,-1.31113,5.775869999999999,5e-05,0.000542289,yes,1418.0,1.0,0.366332819,1.402653810835629,29.657589984350547,0.04729493568343782
167,ENST00000215582,ENSG00000099812.8,MISP,SG,TOT,OK,16.3354,18.5477,-0.18323699999999998,0.855658,0.13775,0.41996400000000006,no,2885.0,0.0,0.435250347,1.5000367309458218,14.513067292644756,0.10335766386930781
168,ENST00000215631,ENSG00000099860.8,GADD45B,SG,TOT,OK,39.1238,49.7303,-0.346077,1.55926,0.00715,0.0477403,yes,1371.0,1.0,0.827808233,3.5926354453627183,38.91259780907668,0.09232576717159467
169,ENST00000215659,ENSG00000188130.13,MAPK12,SG,TOT,OK,5.63711,10.3181,-0.872151,2.39857,5e-05,0.000542289,yes,1778.0,1.0,0.344594984,0.5176409550045913,8.073630672926447,0.06411501540941333
170,ENST00000215730,ENSG00000099940.11,SNAP29,SG,TOT,OK,13.3654,9.14816,0.546948,-1.2354399999999999,0.03445,0.17531,no,4259.0,1.0,0.141868371,1.227309458218549,7.158184663536777,0.1714554060710903
171,ENST00000215742,ENSG00000184436.11,THAP7,SG,TOT,OK,6.186730000000001,11.275,-0.865874,1.69087,0.0056,0.0387256,yes,1913.0,1.0,0.786047244,0.5681111111111111,8.822378716744915,0.06439432372505544
172,ENST00000215790,ENSG00000099992.15,TBC1D10A,SG,TOT,OK,8.68037,10.4143,-0.262734,0.89417,0.1158,0.39886900000000003,no,1972.0,2.0,0.228615174,0.7970955004591368,8.148904538341158,0.09781627661837827
173,ENST00000215793,ENSG00000099995.18,SF3A1,SG,TOT,OK,29.4244,18.9566,0.634311,-2.04419,0.00055,0.00498368,yes,5090.0,1.0,0.178156714,2.701965105601469,14.83302034428795,0.18215879456013614
174,ENST00000215794,ENSG00000184979.9,USP18,SG,TOT,OK,0.8016979999999999,1.04566,-0.383284,1.0383,0.07455,0.31167,no,1858.0,0.0,,0.07361781450872358,0.8182003129890454,0.0899752949736518
175,ENST00000215882,ENSG00000100075.9,SLC25A1,SG,TOT,OK,25.4595,67.2642,-1.40164,5.9128,5e-05,0.000542289,yes,1548.0,0.0,,2.3378787878787874,52.63239436619718,0.044419008787870674
176,ENST00000215904,ENSG00000241360.1,PDXP,SG,TOT,OK,14.4476,22.1307,-0.61522,1.70669,0.00335,0.0247642,yes,2012.0,1.0,0.157759183,1.3266850321395776,17.316666666666666,0.07661318761152518
177,ENST00000215906,ENSG00000128203.6,ASPHD2,SG,TOT,OK,13.3347,9.321060000000001,0.516616,-0.8413219999999999,0.1422,0.425752,no,3370.0,2.0,0.574736816,1.2244903581267217,7.2934741784037564,0.16788848882916216
178,ENST00000215909,ENSG00000100097.11,LGALS1,SG,TOT,OK,254.7,2221.76,-3.1248299999999998,14.2642,5e-05,0.000542289,yes,528.0,0.0,0.046511513,23.388429752066113,1738.4663536776213,0.01345348427514245
179,ENST00000215912,ENSG00000100100.12,PIK3IP1,SG,TOT,OK,1.2640799999999999,1.9603700000000002,-0.6330359999999999,0.6188560000000001,0.26465,0.527646,no,2420.0,2.0,0.519092556,0.11607713498622588,1.5339358372456966,0.07567274469227576
180,ENST00000215917,ENSG00000100104.13,SRRD,SG,TOT,OK,35.2297,29.7656,0.243144,-0.726916,0.20955,0.490494,no,4020.0,1.0,0.664987735,3.235050505050505,23.29076682316119,0.13889841110055048
181,ENST00000215919,ENSG00000100105.17,PATZ1,SG,TOT,OK,13.9566,10.2447,0.446078,-1.31308,0.0229,0.12615099999999999,no,2516.0,3.0,0.484919609,1.2815977961432505,8.01619718309859,0.15987603184779198
182,ENST00000215941,ENSG00000100124.14,ANKRD54,SG,TOT,OK,15.5545,16.5089,-0.0859135,0.132481,0.82055,0.9009790000000001,no,2087.0,1.0,0.392712949,1.4283287419651056,12.917762128325508,0.11057091218866218
183,ENST00000215957,ENSG00000100139.13,MICALL1,SG,TOT,OK,69.6777,29.1405,1.25767,-5.54314,5e-05,0.000542289,yes,4710.0,2.0,0.540002063,6.39831955922865,22.80164319248826,0.2806078274804556
184,ENST00000215980,ENSG00000100162.14,CENPM,SG,TOT,OK,16.0673,40.7931,-1.3442,5.167999999999999,5e-05,0.000542289,yes,938.0,1.0,0.102570815,1.4754178145087236,31.91948356807512,0.046223110451084834
185,ENST00000216014,ENSG00000100196.10,KDELR3,SG,TOT,OK,4.62758,13.6742,-1.56313,1.0528899999999999,0.0846,0.34015100000000004,no,1694.0,1.0,0.302748269,0.4249384756657484,10.699687010954618,0.039715037947435784
186,ENST00000216027,ENSG00000100209.9,HSCB,SG,TOT,OK,1.3597,6.878189999999999,-2.33874,2.36163,0.0012,0.0100234,yes,1106.0,0.0,0.173792146,0.1248576675849403,5.381995305164319,0.023199140932942203
187,ENST00000216029,ENSG00000100211.10,CBY1,SG,TOT,OK,4.83213,3.4904800000000002,0.469237,-1.03546,0.07425,0.310677,no,1133.0,1.0,0.367494627,0.44372176308539946,2.7312050078247263,0.16246373370514672
188,ENST00000216034,ENSG00000100216.5,TOMM22,SG,TOT,OK,18.9311,58.0001,-1.61529,7.24711,5e-05,0.000542289,yes,2031.0,0.0,0.192728867,1.7383930211202938,45.383489827856025,0.038304525009297145
189,ENST00000216037,ENSG00000100219.16,XBP1,SG,TOT,OK,26.349,34.1877,-0.375727,1.42424,0.01365,0.0826366,no,1850.0,0.0,0.247795413,2.4195592286501375,26.75093896713615,0.090447637431441
190,ENST00000216038,ENSG00000100220.11,RTCB,SG,TOT,OK,67.8877,70.4565,-0.0535836,0.258567,0.6458,0.802279,no,2019.0,2.0,0.242482274,6.233948576675848,55.13028169014085,0.11307666831295528
191,ENST00000216039,ENSG00000100221.10,JOSD1,SG,TOT,OK,39.6453,26.6898,0.570861,-2.6360099999999997,5e-05,0.000542289,yes,3648.0,2.0,0.504791186,3.640523415977961,20.884037558685446,0.17432086136351094
192,ENST00000216044,ENSG00000100226.15,GTPBP1,SG,TOT,OK,9.5905,8.05105,0.25242800000000004,-0.6381060000000001,0.2702,0.532122,no,4905.0,1.0,0.192177212,0.8806703397612489,6.299726134585289,0.13979501980671788
193,ENST00000216068,ENSG00000100246.12,DNAL4,SG,TOT,OK,2.65157,3.1448,-0.246123,0.18034,0.75245,0.8652989999999999,no,1474.0,0.0,0.105369272,0.24348668503213958,2.460719874804382,0.09894937149296437
194,ENST00000216085,ENSG00000100263.13,RHBDD3,SG,TOT,OK,4.796209999999999,5.45084,-0.184583,0.181534,0.75005,0.8638680000000001,no,1777.0,0.0,0.226205159,0.4404233241505968,4.2651330203442885,0.10326133371452155
195,ENST00000216106,ENSG00000100281.13,HMGXB4,SG,TOT,OK,37.8283,17.9674,1.07409,-3.89665,5e-05,0.000542289,yes,4095.0,2.0,0.508769235,3.473673094582185,14.058998435054773,0.2470782759261792
196,ENST00000216115,ENSG00000100290.2,BIK,SG,TOT,OK,0.46900299999999995,2.69267,-2.52137,4.76361,5e-05,0.000542289,yes,951.0,0.0,0.021840157,0.043067309458218545,2.106940532081377,0.02044068582024656
197,ENST00000216117,ENSG00000100292.16,HMOX1,SG,TOT,OK,34.6358,55.1219,-0.6703600000000001,3.11001,5e-05,0.000542289,yes,1554.0,1.0,0.274451672,3.180514233241506,43.13137715179968,0.07374015028659471
198,ENST00000216121,ENSG00000184117.11,NIPSNAP1,SG,TOT,OK,22.1765,46.1467,-1.0572,2.48972,0.0001,0.00104232,yes,2013.0,0.0,0.091896383,2.0364095500459136,36.1085289514867,0.056396912562733145
199,ENST00000216124,ENSG00000100299.17,ARSA,SG,TOT,OK,2.77515,4.7198,-0.766162,1.30408,0.05695,0.256847,no,4294.0,2.0,0.392697605,0.25483471074380165,3.693114241001565,0.06900266119974967
200,ENST00000216127,ENSG00000100302.6,RASD2,SG,TOT,OK,2.9744200000000003,1.08091,1.4603700000000002,-5.17237,5e-05,0.000542289,yes,3447.0,0.0,,0.27313314967860425,0.8457824726134585,0.3229354574287001
201,ENST00000216129,ENSG00000100304.12,TTLL12,SG,TOT,OK,40.0468,30.4885,0.393421,-1.8793099999999998,0.00125,0.0103961,yes,3386.0,1.0,0.084808772,3.677392102846648,23.85641627543036,0.15414687857513543
202,ENST00000216133,ENSG00000100307.12,CBX7,SG,TOT,OK,6.05439,2.91089,1.0565200000000001,-4.27454,5e-05,0.000542289,yes,4111.0,0.0,0.215226292,0.5559586776859503,2.2776917057902977,0.24408864302074088
203,ENST00000216160,ENSG00000100324.13,TAB1,SG,TOT,OK,11.2946,6.593489999999999,0.776516,-3.0849,5e-05,0.000542289,yes,3198.0,2.0,0.726367867,1.0371533516988063,5.159225352112675,0.2010288911443067
204,ENST00000216180,ENSG00000100344.10,PNPLA3,SG,TOT,OK,3.39417,3.1965,0.0865626,-0.13283299999999998,0.81625,0.898641,no,2753.0,2.0,0.166369173,0.3116776859504132,2.5011737089201875,0.12461257082578697
205,ENST00000216181,ENSG00000100345.21,MYH9,SG,TOT,OK,484.834,151.438,1.6787599999999998,-6.2314,5e-05,0.000542289,yes,7451.0,6.0,0.587596322,44.52102846648301,118.4960876369327,0.3757172861511991
206,ENST00000216218,ENSG00000100380.13,ST13,SG,TOT,OK,13.7697,17.6264,-0.356239,1.6776400000000002,0.00335,0.0247642,yes,3212.0,1.0,0.108218082,1.264435261707989,13.792175273865414,0.09167772571045761
207,ENST00000216223,ENSG00000100385.13,IL2RB,SG,TOT,OK,11.6556,7.74447,0.5897899999999999,-2.3218900000000002,5e-05,0.000542289,yes,4034.0,1.0,0.184039874,1.0703030303030303,6.059835680751173,0.1766224509523922
208,ENST00000216225,ENSG00000100387.8,RBX1,SG,TOT,OK,6.115469999999999,38.2815,-2.6461099999999997,10.4368,5e-05,0.000542289,yes,1169.0,1.0,0.08306351,0.5615674931129475,29.954225352112676,0.018747521810753155
209,ENST00000216237,ENSG00000100395.14,L3MBTL2,SG,TOT,OK,18.3526,12.5493,0.548376,-2.2130400000000003,0.00025,0.00243196,yes,3189.0,3.0,0.720685412,1.685270890725436,9.819483568075118,0.1716252060550873
210,ENST00000216252,ENSG00000100410.7,PHF5A,SG,TOT,OK,29.4554,49.6252,-0.752544,3.4438199999999997,5e-05,0.000542289,yes,1053.0,0.0,0.564193091,2.704811753902663,38.83035993740219,0.06965713833873925
211,ENST00000216254,ENSG00000100412.15,ACO2,SG,TOT,OK,26.8755,30.9693,-0.204547,0.5845020000000001,0.30495,0.561793,no,2734.0,2.0,0.376445766,2.467906336088154,24.23262910798122,0.10184228566744036
212,ENST00000216259,ENSG00000100417.11,PMM1,SG,TOT,OK,1.66218,7.573060000000001,-2.1878,2.18991,0.0019,0.015066999999999999,yes,1242.0,0.0,0.162524257,0.15263360881542698,5.925712050078248,0.025757851128357052
213,ENST00000216264,ENSG00000100422.13,CERK,SG,TOT,OK,34.0853,14.8188,1.20173,-5.5736,5e-05,0.000542289,yes,4442.0,1.0,0.25648561,3.1299632690541777,11.595305164319248,0.26993366924793094
214,ENST00000216268,ENSG00000100426.6,ZBED4,SG,TOT,OK,51.3767,12.9129,1.9923099999999998,-9.53575,5e-05,0.000542289,yes,6893.0,2.0,0.716634247,4.717786960514233,10.103990610328639,0.4669231338845023
215,ENST00000216277,ENSG00000090060.17,PAPOLA,SG,TOT,OK,12.3648,12.3717,-0.000804536,0.00306063,0.99575,0.996266,no,4519.0,1.0,0.255923538,1.1354269972451791,9.680516431924882,0.11728991993657614
216,ENST00000216281,ENSG00000080824.18,HSP90AA1,SG,TOT,OK,85.5324,111.13799999999999,-0.377807,1.49963,0.0091,0.058790800000000004,no,3228.0,2.0,0.394667002,7.8542148760330575,86.96244131455398,0.09031732271203592
217,ENST00000216294,ENSG00000023608.4,SNAPC1,SG,TOT,OK,56.9943,71.7858,-0.33288,0.68286,0.21865,0.49684700000000004,no,2593.0,2.0,0.184485789,5.233636363636363,56.170422535211266,0.09317423881502014
218,ENST00000216297,ENSG00000092201.9,SUPT16H,SG,TOT,OK,55.9168,26.1054,1.09894,-5.22396,5e-05,0.000542289,yes,4433.0,4.0,0.518879089,5.134692378328742,20.42676056338028,0.251370860416011
219,ENST00000216367,ENSG00000100479.12,POLE2,SG,TOT,OK,3.9134599999999997,10.6276,-1.44129,1.7849599999999999,0.01975,0.11191,no,1692.0,1.0,0.0878491,0.35936271808999076,8.315805946791862,0.043214418468799
220,ENST00000216373,ENSG00000100485.11,SOS2,SG,TOT,OK,5.10353,3.25543,0.6486460000000001,-2.2393400000000003,0.0002,0.0019799,yes,5508.0,2.0,0.441868847,0.468643709825528,2.5472848200312987,0.18397774215910795
221,ENST00000216410,ENSG00000100522.9,GNPNAT1,SG,TOT,OK,17.0688,23.6578,-0.47094899999999995,2.18892,5e-05,0.000542289,yes,3867.0,2.0,0.235018328,1.5673829201101928,18.511580594679188,0.08467039927215658
222,ENST00000216446,ENSG00000100558.8,PLEK2,SG,TOT,OK,25.5758,46.6469,-0.8670030000000001,3.89581,5e-05,0.000542289,yes,1513.0,1.0,0.274000391,2.348558310376492,36.49992175273866,0.06434420123654855
223,ENST00000216452,ENSG00000100564.8,PIGH,SG,TOT,OK,2.24078,5.73343,-1.3553899999999999,2.16587,0.0017,0.0136554,yes,1394.0,2.0,0.099592181,0.20576492194674012,4.486251956181534,0.04586566335473422
224,ENST00000216455,ENSG00000100567.12,PSMA3,SG,TOT,OK,32.7794,87.1487,-1.41069,3.9215699999999996,5e-05,0.000542289,yes,955.0,1.0,0.080894759,3.0100459136822773,68.1914710485133,0.044141090775719545
